review_text,rating_svg,date,location,supplier_response,company,rating
"Autodoc is great option to buy parts online, if you subscribe to the autodoc plus package you will be able to apply your VIN for every part so a expert could match the part that is supposed to be for your vehicle.",stars-5.svg,2026-03-07 11:56:12+00:00,MK,"Hello!🌟 Thank you for your feedback. Have a nice day! Best regards, AUTODOC Team🚙💨",autodoc,5
Reply from AUTODOC - Deutschland,stars-4.svg,2026-03-07 07:37:30+00:00,DE,"Hello Dardan Nuka!⭐ We want to thank you for your time and positive feedback! Best regards, AUTODOC Team🚙",autodoc,4
Reply from AUTODOC - Deutschland,stars-5.svg,2026-03-06 13:59:05+00:00,AL,"Hello Faruku ALFRED! Thank you for your kind words and appreciation of the quality of our work😊. Your feedback - is the best reward for us. We are looking forward to seeing you in our online store. Best regards, AUTODOC Team🚗💨",autodoc,5
Reply from AUTODOC - Deutschland,stars-5.svg,2026-03-05 21:07:55+00:00,DE,"Hello Szilard Ambrus! We are very pleased to read sincere reviews. We always do our best to process and ship your order as quickly as possible. But we have room to grow. Please, feel free to contact us again. Best regards, AUTODOC Team",autodoc,5
"I am new to this web but I like it, been nearly a year using it and am very happy the way it hightlights things you need to finish shopping in quick way.",stars-5.svg,2026-03-03 13:23:39+00:00,DE,"Hello Arsen!🌟 Thank you for your feedback. Have a nice day! Best regards, AUTODOC Team🚙💨",autodoc,5
Perfect perfect,stars-5.svg,2026-02-28 23:35:49+00:00,RO,"Hello Burca Marian!⭐ We want to thank you for your time and positive feedback! Best regards, AUTODOC Team🚙",autodoc,5
"Forferdelig dårligForferdelig dårlig. Først sender de meg feil del med fabrikasjonsfeil, så må jeg vente 2 måneder på riktig del som enda ikke er sendt ut fra dem. Anbefaler overhodet ikke andre å handle hos AUTODOC.MEGET DÅRLIG SERVICE!!!Terribly bad. First they send me the wrong part with a manufacturing defect, then I have to wait 2 months for the right part which has not yet been sent out from them. I do not recommend anyone to shop at AUTODOC at all.VERY BAD SERVICE!!!____________________________________________________________Fikk beskjed i fra verksted i dag at den nye delen dere har sendt nå igjen var også feil del. De har brukt 9 arbeidstimer for å forsøke å tilpasse denne men det lot seg ikke å gjøre.1/ Dere har mottatt original dele nummer.2/ Dere har mottatt registrerings nummer på bilen.3/ Dere har mottatt chassis nummer på bilen.4/ Dere har mottatt tilsendte bilder av gammel del.Dere klarer for gang nummer to å sende meg feil del.Dere er totalt udugelig på AutodocDere må betale meg erstatning for timene som er blitt brukt på verkstedet.Got a message from the workshop today that the new part you sent was also the wrong part. They spent 9 working hours trying to adapt it but it was not possible.1/ You have received the original part number.2/ You have received the registration number of the car.3/ You have received the chassis number of the car.4/ You have received pictures of the old part.You have managed to send me the wrong part for the second time.You are completely incompetent at AutodocYou must pay me compensation for the hours that have been spent at the workshop",stars-1.svg,2026-02-22 13:47:39+00:00,NO,"Hello, Thank you for your comment. Indeed, the part you received has a manufacturing defect. A courier will pick it up shortly. We have also sent you the manufacturers' listings of parts that will fit your vehicle. Please take some time to look through the proposal. We recommend waiting until you receive the required spare parts before booking an appointment with a mechanic: https://www.autodoc.co.no/services/frakt Best regards, AUTODOC Team",autodoc,1
Serh Gut Service,stars-5.svg,2026-02-13 15:57:57+00:00,ZA,"Hello!😊 We are very pleased to receive positive feedback from our customers! Good luck on any road. Best regards, AUTODOC Team🛠️",autodoc,5
"They really slow, to process the order and still no sign that the package was send off after 2 day. Further their Prices are sometimes just overblown. I think this is a fraud company",stars-1.svg,2026-02-12 20:30:52+00:00,DE,"Hello! Recently we tried to reach order owner by phone and email but didn't get any response. Please contact us at trust@autodoc.de if you have any questions. We are at your disposal! Best regards, AUTODOC team",autodoc,1
"Man kann viele Produkte und Angebote hier finden, teilweise aber teurer. Versand dauert ein bisschen länger als der Konkurrenz.",stars-4.svg,2026-02-09 08:19:54+00:00,DE,"Hi Oktay, We're touched by this review and grateful for your trust⭐. This confirms that we're on the right path💫. We look forward to your return! Best, AUTODOC Team",autodoc,4
Reply from AUTODOC - Deutschland,stars-5.svg,2026-02-06 12:11:05+00:00,DE,"Hello Dawinder !🌟 Thank you for your feedback. Have a nice day! Best regards, AUTODOC Team🚙💨",autodoc,5
Very difficult.. a lot of bureaucracy.. the part arrives after a week I do not recommend,stars-1.svg,2026-02-03 12:18:03+00:00,DE,"Hello Vîrlan Ioan! Thanks for you review. Please be informed that you placed order on 26.01 and it was dispatched from the warehouse on 28.01. and delivered on 30.01. The order processing time is 1-2 working days and then it is sent. The delivery time is 2-3 working days. All terms are met. What do you mean about bureaucracy? Please specify details. You can always contact us at trust@autodoc.de if you have any questions. Best regards, AUTODOC Team",autodoc,1
Reply from AUTODOC - Deutschland,stars-5.svg,2026-02-01 11:24:12+00:00,DE,"Hi Muhammad ! 🙌Thank you so much for your wonderful rating! We truly appreciate your support and are thrilled to have met your expectations. Best regards, AUTODOC Team🚗",autodoc,5
"I entered my vehicle data correctly. According to AUTODOC, the part should have fitted my car, but in reality it did not.The issue was only discovered during engine disassembly. The item is new, unused, and still in its original packaging.Despite this, AUTODOC refused to accept a return because the return period had expired. No goodwill solution was offered, even though the mistake was not mine.Instead of taking responsibility, AUTODOC shifted the issue to a third-party seller.Result: I am left with a loss of €253.50.Very disappointing customer service. If something goes wrong, the customer is left alone. Update:Trotz der öffentlichen Antwort von AUTODOC, dass sich ein Quality-Control-Manager bei mir melden würde, habe ich bis heute keinerlei Rückmeldung erhalten.Seitdem sind mehrere Tage vergangen, ohne Kontaktaufnahme oder Lösungsvorschlag.Die Bewertung bleibt daher aufrecht.",stars-1.svg,2026-02-04 22:48:14+00:00,AT,"Hello Nazif, We are sorry to hear about such situation. We strongly suggest you always check OEN references in the description of the product. OEN verification gives you an almost 100% guarantee that you are ordering the exact part you need. Our quality control manager will check the case and contact you. Please check your email box and spam box. You were informed that you can send back parts to our warehouse as an exception.  And return label was sent to your email address on 03.02.2026 Best regards, AUTODOC Team",autodoc,1
"I am very pleased with prices and parts in general, 95% parts that I have ordered fit perfect.Also return , and replacement parts are very good.I would recomend definetly.",stars-5.svg,2026-01-31 12:35:11+00:00,DE,"Hello Alen! Thank you for your kind words and appreciation of the quality of our work🧡. Your feedback - is the best reward for us. We are looking forward to seeing you in our online store. Best regards, AUTODOC Team🔧🧰",autodoc,5
Fantastic service and very quick delivery 👍,stars-5.svg,2026-01-27 09:14:59+00:00,DE,"Hello Karl Kiernan!😊 Thank you for your kind feedback! We’re happy to hear that you appreciated the parts and the fast delivery. Your satisfaction means a lot to us, and we look forward to assisting you again in the future. Best regards, AUTODOC Team🚗",autodoc,5
"I ordered a SACHS flywheel (2294 501 267) from Autodoc, paying a premium SACHS price.What I received was a broken, recycled LUK flywheel, inside a SACHS box, tied together with zip ties and taped shut. The flywheel had huge play throughout, making it completely unsafe for installation.SACHS/ZF confirmed that this flywheel is not even produced by SACHS, but sourced from LUK for rare VWAG models. Yet Autodoc never disclosed this anywhere, selling it as SACHS at a premium price.The price difference is shocking: in Bulgaria it can be €350–€450, while on other European sites it is only about €150, yet the product inside is identical to a much cheaper LUK part. Autodoc profits massively by misleading customers.This is misleading, unsafe, and completely unacceptable. I returned the part the same day, but Autodoc failed to resolve the issue, leaving my car unusable for 2 months and causing 4 months of delays, frustration, and extra costs.Autodoc must stop misleading customers and clearly disclose when parts are sourced from third parties, especially when they are broken or unsafe.",stars-1.svg,2026-01-23 19:44:44+00:00,BG,"Hello Kristian Karakashev! We sincerely apologize for the experience you’ve had with the flywheel. We understand your frustration regarding the incorrect part, safety concerns, and the inconvenience caused by the delays. Please be informed that our Quality Control Manager will be contacting you shortly to update with your case in detail and assist you further to resolve this matter. Your feedback will also be used to improve our product verification and disclosure processes. Best regards, AUTODOC Team",autodoc,1
I am totally satisfied by rates and quality and also order updation,stars-5.svg,2026-01-23 13:50:50+00:00,DE,"Hello Attique Shahid Ghumman! Thank you for your kind feedback and for taking the time to share your experience with us. ✨We’re delighted to hear that you enjoyed working with us and that you’re satisfied with our service. Wishing you safe and happy travels on the road! Best regards, AUTODOC Team🔧",autodoc,5
"You can buy every thinking in one place, app is great. All parts in good price . Paying with klarna and paypal with monthly delay is great idea .",stars-5.svg,2026-01-23 11:47:27+00:00,DE,"Hello Dariusz ! Thank you for your kind words and appreciation of the quality of our work😊. Your feedback - is the best reward for us. We are looking forward to seeing you in our online store. Best regards, AUTODOC Team🚗💨",autodoc,5
they always send other products not what I ordered! not recommended app1/5 ⭐️,stars-1.svg,2026-01-18 01:41:07+00:00,DE,"Hello Ano, We are sorry to hear that you are not satisfied and have faced inconveniences. But we can’t see any claims from you. We sent you instructions on how to open a return request. We would like to hear from you more details. Please write to us at help@autodoc.de and specify what parts are wrong. We have easy return policy and we would like to help you. Best regards AUTODOC Team",autodoc,1
"Purchased 4 Bridgestone tyres which said they were in stock, chased after 3 days of them still being sat in order being transferred between warehouses, they told me that there was a delay and on the 4th day completely cancelled the order without and reason. They are still selling the same products are being in stock but for £40 more per tyre, this sounds sus. Think they’ve cancelled the order because they want to get more money for it, it’s been at the price I have paid for them for at least 4 weeks as I have been tracking them. Shame really, happy to take your money under false pretences then cancel without any reason, wasted a week in waiting and now having to sort again. I wouldn’t be using Autodoc again.Update - had a chat with a chap called Andrew from Audodoc and they have explained the situation. Would help if it’s made clear on the site beforehand, but it is what it is now.  Appreciate you explaining things properly. Thanks",stars-3.svg,2026-01-16 16:36:17+00:00,GB,"Hello Suki Nandhra! Thank you for taking the time for your review. We’re sorry for the inconvenience caused by the stock transfer and the cancellation of your order. Availability and pricing can change if the original supplier runs out of stock and an alternative supplier is found at a different price. We appreciate your understanding after the explanation from our agent and will take your feedback on clearer website communication into account. Thank you for your patience and for giving us the opportunity to clarify the situation. Best regards, AUTODOC Team",autodoc,3
"Nešto duže smo čekali na pošiljku, ali  na kraju sve je utredno dostavljeno i u potpunosti!Moje preporuke svima.",stars-5.svg,2026-01-12 14:56:32+00:00,DE,"Hello!😊 We are very pleased to receive positive feedback from our customers! Good luck on any road. Best regards, AUTODOC Team🛠️",autodoc,5
"Very disappointing and misleading experience with AutodocMy experience with Autodoc has been extremely frustrating and disappointing.I ordered spare parts after Autodoc’s website explicitly confirmed compatibility with my vehicle. My VIN number is already saved in my personal account, and based on this information, the website assured that the parts were suitable. However, when the parts arrived, they turned out to be completely incompatible.As a result, I had to return the items and paid shipping costs twice (to and from Geneva), totaling approximately CHF 85. Autodoc refunded only the price of the parts and refused to reimburse the shipping costs, even though the mistake was entirely theirs.Instead of taking responsibility, they attempted to blame the customer by claiming that selecting parts by make and model is “not accurate.” This raises a serious question: why does their website confirm compatibility if it is unreliable?This was not my first bad experience with Autodoc. Previously, I was offered a compensation voucher for a similar mistake, which later turned out to be invalid and unusable. Now they repeat the same approach by offering a small discount coupon instead of refunding the actual costs caused by their error.In summary:Incorrect and incompatible partsCustomer forced to pay for the company’s mistakesUnreliable vouchersAvoidance instead of real solutionsA very poor customer experience. I will not use Autodoc again and cannot recommend them.",stars-1.svg,2026-01-02 18:51:13+00:00,CH,"Hello Sabah Jassem! We sincerely apologize for the inconvenience and frustration you’ve experienced. Please be aware that the parts displayed on our website whether selected through the vehicle selector or by entering your registration number are intended as general recommendations. Because vehicles often have unique specifications beyond just the model and body type, the most accurate way to confirm compatibility is by using the Vehicle Identification Number (VIN) or the Original Equipment Number (OEN). Even if your VIN is stored in your account, our system does not automatically verify compatibility against it. This important step must be carried out by our trained specialists to ensure the correct fit. Our customer support team is always available to help with a full compatibility check, as product listings only provide technical details and cannot guarantee suitability for every vehicle. Please rest assured that our Quality Control Manager will be reaching out to you shortly to personally review your case and provide further assistance, ensuring the matter is handled properly. Best regards, AUTODOC Team",autodoc,1
Reply from AUTODOC - Deutschland,stars-5.svg,2025-12-29 23:48:58+00:00,US,"Hello Zsolt Klezli🕊️! Thank you for your positive feedback! Best regards, AUTODOC Team🔧✨",autodoc,5
Bonne products and rapid,stars-5.svg,2025-12-28 11:52:21+00:00,FR,"Hello Kumar Mandeep! We are very pleased to read sincere reviews. We always do our best to process and ship your order as quickly as possible. But we have room to grow. Please, feel free to contact us again. Best regards, AUTODOC Team",autodoc,5
I found the Autodoc from instagram and ı tried 2 times. All of is good,stars-5.svg,2025-12-25 10:50:00+00:00,DE,"Hello Kaya Ahmet!😊 Thank you very much for the kind words. Please, feel free to contact us if you have any questions. Our specialists are always ready to provide professional advice. Best regards, AUTODOC Team🚗",autodoc,5
"I ordered a steering rack for my 2009 Audi A4 B8 2.0l TDI (143hp) 2 weeks ago. The delivery was fast, it arrived in only a few days, which i liked. Yet it turns out a part was missing in the delivery: The metal plug. Instead, it was delivered with a plastic one to keep the dust from entering. According to my local mechanic, without the right plug / lock, the plastic one wouldn't keep up with the oil pressure and it would just explode.I have tried to contact AUTODOC in multiple ways.-The AI assistant on their app told me I'd get an e-mail in 24-48 hours, 4 days later I haven't received anything.-I have called their numbers in hope of reaching an actual human instead of an AI, but guess what. Dan the virtual assistant picked up and he was no help at all. I could repeat a sentence 3 times and he wouldn't understand a thing I said, so after some time he gave up and said ""We're happy we could solve your problem!"" Next I wanted to see if it's possible to atleast return the steering rack, but no, ""Unfortunately, this product is not eligible for a refund.""I spent a total of 480 bucks on this thing, and for someone at the age of 19, I simply cannot afford this waste of money.And even if this so called ""plug"" isn't actually included in the product, then at least help me find the missing piece I need.I might not be experienced in cars and I could also be wrong about what I said in the beginning, it might just be called something else or it might just be an entirely other piece that I'm talking about. My main point is that there is literally no way for me to reach out to AUTODOC because of their awfully designed AI assistant.",stars-1.svg,2025-12-22 15:54:47+00:00,LU,"Hello ! We’re very sorry to read about your experience and understand how frustrating this situation must be, especially given the importance and cost of the part. Regarding your case, we would like to clarify that we have attempted to contact you, however the phone number and email address provided with the order appear to be invalid, which prevents our team from reaching you directly. To properly investigate the missing metal plug, check the product specifications, and offer you the correct solution (replacement part, clarification, or return options), we kindly ask you to contact us directly by email at trust@autodoc.de. Please include clear photos of the received steering rack, and the area where the plug should be installed. Once we receive your email, our support team will review the case manually and assist you as quickly as possible. We truly regret the inconvenience and appreciate your patience. Best regards, AUTODOC Team",autodoc,1
"Edit:After my review, one member reached out and assured me to fix the issue asap. Today Dec 23, I got confirmation that refund has been processed. I wish it was not that big of a mess to start with, but really appriciate the support of Mr. An. Thank you!Biggest Scammers - Stole my FundsMy return was received 5 weeks ago and I ordered replacment product and paid for both. Now its been 6 weeks I am asking for refund and they are making excuses about we did not get confirmaiton from supplier. Its not my problem if their supplier is stupid.",stars-4.svg,2025-12-23 17:29:18+00:00,DE,"Hello HALI! Thank you for sharing the outcome. We’re glad to hear that the refund has now been processed and our support was able to bring the case to a resolution. We truly regret the inconvenience and the time it took to sort this out, as this is not the experience we want for our customers. Your feedback is appreciated and will help us improve our processes going forward. Best regards, AUTODOC Team",autodoc,4
Have been waiting 2 weeks for an item and haven't received it. Autodoc have done nothing to help except say please be patient. Infuriating!,stars-1.svg,2025-12-19 10:01:08+00:00,GB,"Hi Nick! Order processing usually takes 1-2 business days, and delivery to the UK — 3-4 business days. Sometimes delays occur due to overloaded couriers or international logistics, but we do everything possible to speed up the process. We're glad to let you know that your issue has been resolved. If you have a minute, we would love to hear your feedback on your order - your input helps us improve for you! All the best, AUTODOC team",autodoc,1
"Not a good experience with autodoc.Had to buy2 wishbones and 2 bushings for my Dodge. I put in the VIN number. The Aui (Arrtificial UnIntelligence) robot kept bringing up the totally wrong product for the wishbone (despite I put in the right spare part number ... checked with other websites who got it right). Then I had a hard time finding the right bushings, again it came up with bushings that did not fit my car. Finally I found some and paid. The following day I got an email with an extra charge for the shipping, as the robot could not even calculate the right shipping cost. Never again. Their website and search function and customer service is truly pathetic",stars-2.svg,2025-12-18 13:56:03+00:00,DK,"Hello Carsten Møller! We’re very sorry to hear about your frustrating experience. We understand how difficult it must have been to find the correct wishbones and bushings for your Dodge, and the issues with the website, search function, and unexpected shipping charges are certainly not the service we aim to provide. Please be assured that our Quality Control Manager will be contacting you shortly to review your case in detail and assist you further, ensuring that your concerns are addressed and any issues are resolved properly. Best regards, AUTODOC Team",autodoc,2
Very easy to buy online as website is very organized and gives you a lot of options.,stars-5.svg,2025-12-18 11:24:15+00:00,BG,"Hello Joseph Fenech! We are very pleased to read sincere reviews. Thank you for choosing our company. We are glad that you were satisfied with everything. Best regards, AUTODOC Team",autodoc,5
"When a car battery dies you need a replacement quickly, and thats what I thought I would get,.....but not with these people. I ordered a new battery on Thursday 11th Dec, in good time for a Christmas getaway. In formation suggested delivery on Monday 15th, but of course no delivery. Now I have no inforamtion about when it will arrive only that it has been collected by the carrier. We are due to leave Sunday, but I have little faith. I shall NEVER use Autodoc again, and I will also make a point of telling all my motoring friends about this dreadful service.....or lack of service!",stars-1.svg,2025-12-17 11:59:10+00:00,FR,"Hello John! We are sorry for such situation. Our quality control manager contacted you concerning this issue and we hope that solution was found. Best regards, AUTODOC Team",autodoc,1
"I received a faulty air pump which I had a replacement for , when the replacement arrived that was also faulty so I contacted autodoc and one of their agents said I could get a refund if second one is faulty and specifically that there is no need to return the item.  Fast forward  , then they have said I cannot get a refund until I return both items and have to spend my own money on printing the customs form and label pages   to get the refund of £1.85. I have spent over £100 with AUTODOC and even placed another order a few days before this all occurred . The agents are unhelpful and rude. I would never order from here again after this occasion , still have not even received a refund or even a decent replacement air pump which has left me without .. I do not care for the £1.85 refund but the service has disgusted me and how unhelpful they are to returning customers . Please stay clear .",stars-1.svg,2025-12-10 20:44:43+00:00,GB,"Hello MK! Thank you for sharing your experience, and we’re truly sorry for the inconvenience caused. Receiving two faulty items and then facing conflicting information about the return process is unacceptable, and we fully understand your frustration. This is not the level of service we aim to provide, especially to a loyal customer. Please contact us at trust@autodoc.de so we can review your case in detail, arrange the correct solution, and ensure your refund or replacement is handled properly without any additional hassle. We’re here to help and want to make this right for you. Best regards, AUTODOC Team",autodoc,1
