rating,review_text,date,location,supplier_response,verified,company,domain,language,review_text_en,review_text_clean_en,review_text_clean_light,review_length,sentiment,has_negation
5.0,Easy to work with. Always being informed about the status of the process.,2025-10-04 22:09:20+00:00,DE,,0,thg-experten,de,en,Easy to work with. Always being informed about the status of the process.,easy work always informed status process,easy to work with. always being informed about the status of the process.,13,0.4404,False
3.0,"Main topics are trust and transparency. I can hardly tust, when transparency is not given. So how can it be, that the causer of CO2 pays a low price? Or does he actually pay more and another lucky guy gets the big amount. But that’s not me! I think about to quit the process for next year, when there are further no efforts on transparency. Thanks for your ear and have a nice day",2025-09-11 12:30:36+00:00,DE,,0,thg-experten,de,en,"Main topics are trust and transparency. I can hardly tust, when transparency is not given. So how can it be, that the causer of CO2 pays a low price? Or does he actually pay more and another lucky guy gets the big amount. But that’s not me! I think about to quit the process for next year, when there are further no efforts on transparency. Thanks for your ear and have a nice day",main topic trust transparency hardly tust transparency not given causer co pay low price? doe actually pay another lucky guy get big amount not me! think quit process next year no effort transparency thanks ear nice day,"main topics are trust and transparency. i can hardly tust, when transparency is not given. so how can it be, that the causer of co2 pays a low price? or does he actually pay more and another lucky guy gets the big amount. but that’s not me! i think about to quit the process for next year, when there are further no efforts on transparency. thanks for your ear and have a nice day",74,0.8163,True
5.0,Easy to use and nice to get payed for using E-Mobility,2025-08-30 14:45:21+00:00,DE,,0,thg-experten,de,en,Easy to use and nice to get payed for using E-Mobility,easy use nice get payed using e mobility,easy to use and nice to get payed for using e-mobility,11,0.6908,False
5.0,"Good communication, clear explanation of steps and possibilities.",2025-08-30 07:41:40+00:00,DE,,0,thg-experten,de,en,"Good communication, clear explanation of steps and possibilities.",good communication clear explanation step possibility,"good communication, clear explanation of steps and possibilities.",8,0.6705,False
5.0,"Alles top. Wenn man sich einmal registriert hat, läuft das mit der Einreichung zur Auszahlung jedes Jahr von ganz alleine, wenn man es aktiviert hat. Man bekommt sogar einen Vorschlag eines bestimmten Betrages es sich vorzeitig auszahlen zu lassen. Kann man annehmen, oder man wartet ab, bis die Zuteilung erfolgt.(Everything's great. Once you've registered, the payout submission process happens automatically every year, provided you've activated it. You'll even get a suggestion for a specific amount to cash out early. You can accept it, or wait until the allocation is made.)",2025-08-29 20:26:37+00:00,DE,,0,thg-experten,de,en,"Alles top. Wenn man sich einmal registriert hat, läuft das mit der Einreichung zur Auszahlung jedes Jahr von ganz alleine, wenn man es aktiviert hat. Man bekommt sogar einen Vorschlag eines bestimmten Betrages es sich vorzeitig auszahlen zu lassen. Kann man annehmen, oder man wartet ab, bis die Zuteilung erfolgt.(Everything's great. Once you've registered, the payout submission process happens automatically every year, provided you've activated it. You'll even get a suggestion for a specific amount to cash out early. You can accept it, or wait until the allocation is made.)",top registriert läuft einreichung auszahlung jahr ganz alleine e aktiviert bekommt sogar vorschlag bestimmten betrages e vorzeitig auszahlen lassen annehmen wartet ab bi zuteilung erfolgt everything great registered payout submission process happens automatically every year provided activated even get suggestion specific amount cash early accept wait allocation made,"alles top. wenn man sich einmal registriert hat, läuft das mit der einreichung zur auszahlung jedes jahr von ganz alleine, wenn man es aktiviert hat. man bekommt sogar einen vorschlag eines bestimmten betrages es sich vorzeitig auszahlen zu lassen. kann man annehmen, oder man wartet ab, bis die zuteilung erfolgt.(everything's great. once you've registered, the payout submission process happens automatically every year, provided you've activated it. you'll even get a suggestion for a specific amount to cash out early. you can accept it, or wait until the allocation is made.)",90,0.5574,False
4.0,It wasn't that much money but it is for a good purpose. I hope climate projects will profit much more than I. Thanks for good deeds for nature..,2025-08-29 19:10:42+00:00,DE,,0,thg-experten,de,en,It wasn't that much money but it is for a good purpose. I hope climate projects will profit much more than I. Thanks for good deeds for nature..,much money good purpose hope climate project profit much thanks good deed nature,it wasn't that much money but it is for a good purpose. i hope climate projects will profit much more than i. thanks for good deeds for nature..,28,0.9668,False
5.0,Good and regularly informations. Thank you.,2025-08-29 18:37:22+00:00,DE,,0,thg-experten,de,en,Good and regularly informations. Thank you.,good regularly information thank,good and regularly informations. thank you.,6,0.6597,False
5.0,Simple and transparent,2025-08-29 18:17:55+00:00,DE,,0,thg-experten,de,en,Simple and transparent,simple transparent,simple and transparent,3,0.0,False
5.0,Very easy. Constant information.,2025-08-29 17:52:53+00:00,DE,,0,thg-experten,de,en,Very easy. Constant information.,easy constant information,very easy. constant information.,4,0.4927,False
5.0,"Good processes, easy to deal with, great customer support",2025-08-29 17:42:48+00:00,DE,,0,thg-experten,de,en,"Good processes, easy to deal with, great customer support",good process easy deal great customer support,"good processes, easy to deal with, great customer support",9,0.9118,False
5.0,In my opinion the company delivers well Service. The process is easy to handle and all necessary information is available. Payment successfull in the end.,2025-08-29 17:35:26+00:00,DE,,0,thg-experten,de,en,In my opinion the company delivers well Service. The process is easy to handle and all necessary information is available. Payment successfull in the end.,opinion company delivers well service process easy handle necessary information available payment successfull end,in my opinion the company delivers well service. the process is easy to handle and all necessary information is available. payment successfull in the end.,25,0.6124,False
5.0,very efficient and transparent management by Thg Experten. Clear comunication by them. Extreme easy handling  of all Thg procedures.,2025-08-29 17:28:04+00:00,DE,,0,thg-experten,de,en,very efficient and transparent management by Thg Experten. Clear comunication by them. Extreme easy handling  of all Thg procedures.,efficient transparent management thg experten clear comunication extreme easy handling thg procedure,very efficient and transparent management by thg experten. clear comunication by them. extreme easy handling  of all thg procedures.,19,0.8354,False
4.0,Easy to use and a transparent process,2025-08-29 17:08:47+00:00,DE,,0,thg-experten,de,en,Easy to use and a transparent process,easy use transparent process,easy to use and a transparent process,7,0.4404,False
5.0,"With a minimum of time and correspondence, my bonus was credited to my account as quickly as possible. Thanks",2025-07-21 13:26:05+00:00,DE,,0,thg-experten,de,en,"With a minimum of time and correspondence, my bonus was credited to my account as quickly as possible. Thanks",minimum time correspondence bonus wa credited account quickly possible thanks,"with a minimum of time and correspondence, my bonus was credited to my account as quickly as possible. thanks",19,0.836,False
5.0,"Easy to do, good service",2025-06-10 13:33:53+00:00,DE,,0,thg-experten,de,en,"Easy to do, good service",easy good service,"easy to do, good service",5,0.7003,False
5.0,Transparent and reliable processing of my request.,2025-05-26 13:30:46+00:00,DE,,0,thg-experten,de,en,Transparent and reliable processing of my request.,transparent reliable processing request,transparent and reliable processing of my request.,7,0.0,False
5.0,Alles super. I trust Thg Experten and they has never been disappointed! Thank you.,2025-05-19 20:11:29+00:00,DE,,0,thg-experten,de,en,Alles super. I trust Thg Experten and they has never been disappointed! Thank you.,super trust thg experten ha never disappointed! thank,alles super. i trust thg experten and they has never been disappointed! thank you.,14,0.8375,True
5.0,"Simple and transparent process. Used it for the second time and can fully recommend this service. The process takes around 6+ months, so the ""date of experience"" only depicts the final step of receiving the funds.",2025-04-03 11:25:51+00:00,DE,,0,thg-experten,de,en,"Simple and transparent process. Used it for the second time and can fully recommend this service. The process takes around 6+ months, so the ""date of experience"" only depicts the final step of receiving the funds.",simple transparent process used second time fully recommend service process take around month date experience depicts final step receiving fund,"simple and transparent process. used it for the second time and can fully recommend this service. the process takes around 6+ months, so the ""date of experience"" only depicts the final step of receiving the funds.",36,0.4201,False
5.0,Very clear structured Homepage and progress. Takes a very long time to get your money...but at the end an output that is above average.,2025-04-02 18:57:03+00:00,DE,,0,thg-experten,de,en,Very clear structured Homepage and progress. Takes a very long time to get your money...but at the end an output that is above average.,clear structured homepage progress take long time get money end output average,very clear structured homepage and progress. takes a very long time to get your money...but at the end an output that is above average.,24,0.6901,False
5.0,"It’s a long process until receiving the money for the THG quote. But this is not depending on the expert team of THG, hopefully. A problem is that you don‘t know the amount of money that you can expect. It varys from year to year, getting lower and lower. … But better than nothing.",2025-04-02 18:26:22+00:00,DE,,0,thg-experten,de,en,"It’s a long process until receiving the money for the THG quote. But this is not depending on the expert team of THG, hopefully. A problem is that you don‘t know the amount of money that you can expect. It varys from year to year, getting lower and lower. … But better than nothing.",long process receiving money thg quote not depending expert team thg hopefully problem know amount money expect varys year year getting lower lower better nothing,"it’s a long process until receiving the money for the thg quote. but this is not depending on the expert team of thg, hopefully. a problem is that you don‘t know the amount of money that you can expect. it varys from year to year, getting lower and lower. … but better than nothing.",54,-0.1901,True
5.0,It was easy and convenient to use and apply for my THG premium. I think I got a better deal than with other offers like Eon.,2025-03-11 11:29:11+00:00,DE,,0,thg-experten,de,en,It was easy and convenient to use and apply for my THG premium. I think I got a better deal than with other offers like Eon.,wa easy convenient use apply thg premium think got better deal offer like eon,it was easy and convenient to use and apply for my thg premium. i think i got a better deal than with other offers like eon.,26,0.8074,False
5.0,Transparent process. Low commission,2025-03-04 17:47:01+00:00,DE,,0,thg-experten,de,fr,Transparent process. Low commission,transparent process low commission,transparent process. low commission,4,-0.2732,False
4.0,Not too complicated,2025-02-18 20:28:10+00:00,DE,,0,thg-experten,de,en,Not too complicated,not complicated,not too complicated,3,0.0,True
5.0,"Well organized registration process. The long delay during the confirmation process was probably attributable to others. Once the confirmation was received, good and efficient communication guided the process up to payment.",2025-01-03 11:58:25+00:00,DE,,0,thg-experten,de,en,"Well organized registration process. The long delay during the confirmation process was probably attributable to others. Once the confirmation was received, good and efficient communication guided the process up to payment.",well organized registration process long delay confirmation process wa probably attributable others confirmation wa received good efficient communication guided process payment,"well organized registration process. the long delay during the confirmation process was probably attributable to others. once the confirmation was received, good and efficient communication guided the process up to payment.",31,0.6705,False
5.0,"Fair THG payment, better than others",2024-12-30 18:56:42+00:00,DE,,0,thg-experten,de,en,"Fair THG payment, better than others",fair thg payment better others,"fair thg payment, better than others",6,0.6369,False
5.0,They keep me up to date and worked better then expected,2024-12-27 16:18:00+00:00,DE,,0,thg-experten,de,en,They keep me up to date and worked better then expected,keep date worked better expected,they keep me up to date and worked better then expected,11,0.4404,False
5.0,I was always well informed within the process. All very transparent and all what was promised in regards to time and pay out become reality.,2024-12-27 12:00:10+00:00,DE,,0,thg-experten,de,en,I was always well informed within the process. All very transparent and all what was promised in regards to time and pay out become reality.,wa always well informed within process transparent wa promised regard time pay become reality,i was always well informed within the process. all very transparent and all what was promised in regards to time and pay out become reality.,25,0.4939,False
4.0,It's great to have the opportunity to sell thecertificates and earn so money.,2024-12-17 12:26:17+00:00,DE,,0,thg-experten,de,en,It's great to have the opportunity to sell thecertificates and earn so money.,great opportunity sell thecertificates earn money,it's great to have the opportunity to sell thecertificates and earn so money.,13,0.7845,False
3.0,"I know the THG premium was generally very bad this year ... I still got something above average here, but it took a long time",2024-10-25 17:13:46+00:00,DE,,0,thg-experten,de,en,"I know the THG premium was generally very bad this year ... I still got something above average here, but it took a long time",know thg premium wa generally bad year still got something average took long time,"i know the thg premium was generally very bad this year ... i still got something above average here, but it took a long time",25,-0.3392,True
5.0,Nothing to complain about. Regular information and always feeling like getting a good deal in the end or be able to take less money earlier.,2024-10-25 17:11:53+00:00,DE,,0,thg-experten,de,en,Nothing to complain about. Regular information and always feeling like getting a good deal in the end or be able to take less money earlier.,nothing complain regular information always feeling like getting good deal end able take less money earlier,nothing to complain about. regular information and always feeling like getting a good deal in the end or be able to take less money earlier.,25,0.7912,True
5.0,Felt very informed the hole time. great service,2024-10-25 11:51:13+00:00,DE,,0,thg-experten,de,en,Felt very informed the hole time. great service,felt informed hole time great service,felt very informed the hole time. great service,8,0.6249,False
4.0,"Process worked technically as expected. Updates were provided on a regular basis. But overall the whole thing took 10 months, from 1st submission to payout.",2024-10-25 11:11:36+00:00,DE,,0,thg-experten,de,en,"Process worked technically as expected. Updates were provided on a regular basis. But overall the whole thing took 10 months, from 1st submission to payout.",process worked technically expected update provided regular basis overall whole thing took month st submission payout,"process worked technically as expected. updates were provided on a regular basis. but overall the whole thing took 10 months, from 1st submission to payout.",25,0.0,False
5.0,Fast and reliable refund (though quite low this year). Small effort to re-apply.,2024-10-18 21:45:00+00:00,DE,,0,thg-experten,de,en,Fast and reliable refund (though quite low this year). Small effort to re-apply.,fast reliable refund though quite low year small effort apply,fast and reliable refund (though quite low this year). small effort to re-apply.,13,-0.3384,False
5.0,"Smooth process, useful information and reasonable result",2024-10-18 18:21:56+00:00,DE,,0,thg-experten,de,en,"Smooth process, useful information and reasonable result",smooth process useful information reasonable result,"smooth process, useful information and reasonable result",7,0.4404,False
3.0,Great silent paperwork - exzellent…. The Receiver bonus was comparably small…,2024-10-18 17:00:04+00:00,DE,,0,thg-experten,de,en,Great silent paperwork - exzellent…. The Receiver bonus was comparably small…,great silent paperwork exzellent receiver bonus wa comparably small,great silent paperwork - exzellent…. the receiver bonus was comparably small…,11,0.8225,False
4.0,Good communication about the individual process steps. Not too many unnecessary e-mails and no advertising.,2024-10-18 15:21:21+00:00,DE,,0,thg-experten,de,en,Good communication about the individual process steps. Not too many unnecessary e-mails and no advertising.,good communication individual process step not many unnecessary e mail no advertising,good communication about the individual process steps. not too many unnecessary e-mails and no advertising.,15,0.1779,True
5.0,"Good communication, I have always been informed about the current status, payment was made promptly, gladly again",2024-10-18 14:13:18+00:00,DE,,0,thg-experten,de,en,"Good communication, I have always been informed about the current status, payment was made promptly, gladly again",good communication always informed current status payment wa made promptly gladly,"good communication, i have always been informed about the current status, payment was made promptly, gladly again",17,0.6486,False
5.0,very good process and transparent execution,2024-10-18 12:20:12+00:00,DE,,0,thg-experten,de,en,very good process and transparent execution,good process transparent execution,very good process and transparent execution,6,0.4927,False
3.0,It tooks a real long time. 10 month.,2024-10-18 12:18:29+00:00,ES,,0,thg-experten,de,en,It tooks a real long time. 10 month.,tooks real long time month,it tooks a real long time. 10 month.,8,0.0,False
4.0,Everything worked well but it took a long time to get the money. I can recommend the company.,2024-10-18 11:34:49+00:00,DE,,0,thg-experten,de,en,Everything worked well but it took a long time to get the money. I can recommend the company.,everything worked well took long time get money recommend company,everything worked well but it took a long time to get the money. i can recommend the company.,18,0.5859,False
4.0,"The Company kept me informed of every step they were making regarding my CO2 sell out, everything went fluently",2024-06-30 07:48:12+00:00,DE,,0,thg-experten,de,en,"The Company kept me informed of every step they were making regarding my CO2 sell out, everything went fluently",company kept informed every step making regarding co sell everything went fluently,"the company kept me informed of every step they were making regarding my co2 sell out, everything went fluently",19,0.0,False
4.0,Service was easy to use.,2024-06-28 15:00:16+00:00,DE,,0,thg-experten,de,en,Service was easy to use.,service wa easy use,service was easy to use.,5,0.4404,False
5.0,"THG-Experten works! The process is pretty transparent. The only negative issue I had last year, they didn't offer a receipt for the payout needed by companies. However this issue was fixed!",2024-06-28 07:39:39+00:00,DE,,0,thg-experten,de,en,"THG-Experten works! The process is pretty transparent. The only negative issue I had last year, they didn't offer a receipt for the payout needed by companies. However this issue was fixed!",thg experten works! process pretty transparent negative issue last year offer receipt payout needed company however issue wa fixed!,"thg-experten works! the process is pretty transparent. the only negative issue i had last year, they didn't offer a receipt for the payout needed by companies. however this issue was fixed!",31,-0.2695,False
5.0,Easy to earn some money. No efforts. Great!,2024-06-27 23:45:58+00:00,DE,,0,thg-experten,de,en,Easy to earn some money. No efforts. Great!,easy earn money no effort great!,easy to earn some money. no efforts. great!,8,-0.4378,True
5.0,"Easy and automatic process, recommended.",2024-06-27 22:43:39+00:00,DE,,0,thg-experten,de,en,"Easy and automatic process, recommended.",easy automatic process recommended,"easy and automatic process, recommended.",5,0.5719,False
5.0,"Perfect service, ahead of THG quote request I was always informed about the current achieved and next to come steps.",2024-06-27 22:06:49+00:00,DE,,0,thg-experten,de,en,"Perfect service, ahead of THG quote request I was always informed about the current achieved and next to come steps.",perfect service ahead thg quote request wa always informed current achieved next come step,"perfect service, ahead of thg quote request i was always informed about the current achieved and next to come steps.",20,0.5719,False
5.0,"Good communication, efficient work and good rates",2024-06-27 20:46:20+00:00,DE,,0,thg-experten,de,en,"Good communication, efficient work and good rates",good communication efficient work good rate,"good communication, efficient work and good rates",7,0.8225,False
5.0,The complete procedure was very easy in understanding and managing,2024-06-27 20:34:11+00:00,DE,,0,thg-experten,de,en,The complete procedure was very easy in understanding and managing,complete procedure wa easy understanding managing,the complete procedure was very easy in understanding and managing,10,0.4927,False
5.0,Thg- Experten made a great Job. However the politicians changed the rules. As a consequence the amount paid dropped by two third which makes it obsolete to benefit from the CO2 certificates anymore. Thank you politicians. WELL DONE,2024-06-27 20:24:20+00:00,DE,,0,thg-experten,de,en,Thg- Experten made a great Job. However the politicians changed the rules. As a consequence the amount paid dropped by two third which makes it obsolete to benefit from the CO2 certificates anymore. Thank you politicians. WELL DONE,thg experten made great job however politician changed rule consequence amount paid dropped two third make obsolete benefit co certificate anymore thank politician well done,thg- experten made a great job. however the politicians changed the rules. as a consequence the amount paid dropped by two third which makes it obsolete to benefit from the co2 certificates anymore. thank you politicians. well done,38,0.8816,False
5.0,"Easy proces, No hassle for me. Good communication Style.",2024-06-27 20:06:48+00:00,DE,,0,thg-experten,de,en,"Easy proces, No hassle for me. Good communication Style.",easy proces no hassle good communication style,"easy proces, no hassle for me. good communication style.",9,0.5574,True
3.0,Was suggested to get 350 - received only 100. disappointing…,2024-06-27 20:02:59+00:00,DE,,0,thg-experten,de,en,Was suggested to get 350 - received only 100. disappointing…,wa suggested get received disappointing,was suggested to get 350 - received only 100. disappointing…,10,0.0,False
5.0,"Good communication, easy to use and fair money.",2024-06-23 11:14:36+00:00,DE,,0,thg-experten,de,en,"Good communication, easy to use and fair money.",good communication easy use fair money,"good communication, easy to use and fair money.",8,0.7964,False
2.0,The payout of the THG took more than 6 months! Promised was up to 4!,2024-06-22 11:23:35+00:00,DE,,0,thg-experten,de,en,The payout of the THG took more than 6 months! Promised was up to 4!,payout thg took months! promised wa !,the payout of the thg took more than 6 months! promised was up to 4!,15,0.4738,False
5.0,"Great Job, thanks a lot",2024-06-21 20:54:23+00:00,DE,,0,thg-experten,de,en,"Great Job, thanks a lot",great job thanks lot,"great job, thanks a lot",5,0.7906,False
5.0,They kept me well informed through the whole process. What a shame that the quota decreases (2022: 340€ - 2024: 90€) so much this year - thanks to fake e-fuels from China e.g.,2024-06-21 14:12:08+00:00,DE,,0,thg-experten,de,en,They kept me well informed through the whole process. What a shame that the quota decreases (2022: 340€ - 2024: 90€) so much this year - thanks to fake e-fuels from China e.g.,kept well informed whole process shame quota decrease much year thanks fake e fuel china e g,they kept me well informed through the whole process. what a shame that the quota decreases (2022: 340€ - 2024: 90€) so much this year - thanks to fake e-fuels from china e.g.,33,-0.296,False
5.0,Work great without much disrupting interaction. Just got money åt some point in time,2024-06-21 11:54:21+00:00,DE,,0,thg-experten,de,en,Work great without much disrupting interaction. Just got money åt some point in time,work great without much disrupting interaction got money åt point time,work great without much disrupting interaction. just got money åt some point in time,14,0.6249,False
5.0,Good support during the application service… Stable handling of the certification service... Good communication of the whole process... High level of transparency... Well done,2024-06-21 10:42:44+00:00,DE,,0,thg-experten,de,en,Good support during the application service… Stable handling of the certification service... Good communication of the whole process... High level of transparency... Well done,good support application service stable handling certification service good communication whole process high level transparency well done,good support during the application service… stable handling of the certification service... good communication of the whole process... high level of transparency... well done,24,0.8957,False
5.0,"👍👍 Fast, informative and not annoying.",2024-06-21 10:08:44+00:00,DE,,0,thg-experten,de,en,"👍👍 Fast, informative and not annoying.",fast informative not annoying,"👍👍 fast, informative and not annoying.",6,0.3089,True
5.0,"fast reaction, good conditions",2024-06-21 10:03:49+00:00,DE,,0,thg-experten,de,en,"fast reaction, good conditions",fast reaction good condition,"fast reaction, good conditions",4,0.4404,False
3.0,Last year was the money much more. 70% less is successles.,2024-06-21 09:17:35+00:00,DE,,0,thg-experten,de,en,Last year was the money much more. 70% less is successles.,last year wa money much less successles,last year was the money much more. 70% less is successles.,11,0.0,False
5.0,"Trustworthy, delivered as promised.",2024-06-21 07:59:09+00:00,DE,,0,thg-experten,de,en,"Trustworthy, delivered as promised.",trustworthy delivered promised,"trustworthy, delivered as promised.",4,0.7269,False
5.0,The page for applying for the bonus was clear and easy to use. The information about the processing status was helpful and the payment was made quickly.,2024-06-21 07:48:52+00:00,DE,,0,thg-experten,de,en,The page for applying for the bonus was clear and easy to use. The information about the processing status was helpful and the payment was made quickly.,page applying bonus wa clear easy use information processing status wa helpful payment wa made quickly,the page for applying for the bonus was clear and easy to use. the information about the processing status was helpful and the payment was made quickly.,27,0.8957,False
5.0,Seems to be a serious and well working company,2024-06-20 23:14:26+00:00,DE,,0,thg-experten,de,en,Seems to be a serious and well working company,seems serious well working company,seems to be a serious and well working company,9,0.2023,False
5.0,Good Job. They did all paperworks and always keeping me informed.,2024-06-20 23:00:52+00:00,DE,,0,thg-experten,de,en,Good Job. They did all paperworks and always keeping me informed.,good job paperwork always keeping informed,good job. they did all paperworks and always keeping me informed.,11,0.4404,False
4.0,Processing is very good. But Transparency of calculation of the premium is not satisfactory.,2024-06-20 21:57:48+00:00,DE,,0,thg-experten,de,en,Processing is very good. But Transparency of calculation of the premium is not satisfactory.,processing good transparency calculation premium not satisfactory,processing is very good. but transparency of calculation of the premium is not satisfactory.,14,-0.1452,True
5.0,Very well... thank you for your doing...,2024-06-20 21:44:19+00:00,DE,,0,thg-experten,de,en,Very well... thank you for your doing...,well thank,very well... thank you for your doing...,7,0.6335,False
5.0,"Everything went great, I can only recommend the THG experts.",2024-06-20 20:49:29+00:00,DE,,0,thg-experten,de,en,"Everything went great, I can only recommend the THG experts.",everything went great recommend thg expert,"everything went great, i can only recommend the thg experts.",10,0.765,False
5.0,"easy handling, but took about 6 months from order to cash.",2024-06-20 20:49:07+00:00,DE,,0,thg-experten,de,en,"easy handling, but took about 6 months from order to cash.",easy handling took month order cash,"easy handling, but took about 6 months from order to cash.",11,0.2382,False
5.0,Many thanks for really easy deal without any problems.,2024-06-20 20:46:35+00:00,DE,,0,thg-experten,de,en,Many thanks for really easy deal without any problems.,many thanks really easy deal without problem,many thanks for really easy deal without any problems.,9,0.8101,False
4.0,Uncomplicated registration and processing. The status of the procedure is clearly visible. Good payout rate,2024-06-20 20:39:52+00:00,DE,,0,thg-experten,de,en,Uncomplicated registration and processing. The status of the procedure is clearly visible. Good payout rate,uncomplicated registration processing status procedure clearly visible good payout rate,uncomplicated registration and processing. the status of the procedure is clearly visible. good payout rate,15,0.6808,False
5.0,Works like a charm. We had no problems at all.,2024-06-20 20:32:36+00:00,DE,,0,thg-experten,de,en,Works like a charm. We had no problems at all.,work like charm no problem,works like a charm. we had no problems at all.,10,0.7549,True
5.0,"Easy process, fair outcome.",2024-06-20 20:13:59+00:00,DE,,0,thg-experten,de,en,"Easy process, fair outcome.",easy process fair outcome,"easy process, fair outcome.",4,0.6369,False
5.0,Everything worked out well. No problems. Good communication. Again next year,2024-06-20 20:01:25+00:00,DE,,0,thg-experten,de,en,Everything worked out well. No problems. Good communication. Again next year,everything worked well no problem good communication next year,everything worked out well. no problems. good communication. again next year,11,0.2387,True
5.0,Very good communication and transparent process.,2024-06-20 19:51:09+00:00,DE,,0,thg-experten,de,en,Very good communication and transparent process.,good communication transparent process,very good communication and transparent process.,6,0.4927,False
5.0,"Simple and uncomplicated registration. Quick creation of a vehicle profile and guided upload process for the vehicle registration document. Followed by a clear visualisation of the current progress. In addition, you are always kept up to date on the status of certification and payment by e-mail.",2024-06-20 19:49:53+00:00,DE,,0,thg-experten,de,en,"Simple and uncomplicated registration. Quick creation of a vehicle profile and guided upload process for the vehicle registration document. Followed by a clear visualisation of the current progress. In addition, you are always kept up to date on the status of certification and payment by e-mail.",simple uncomplicated registration quick creation vehicle profile guided upload process vehicle registration document followed clear visualisation current progress addition always kept date status certification payment e mail,"simple and uncomplicated registration. quick creation of a vehicle profile and guided upload process for the vehicle registration document. followed by a clear visualisation of the current progress. in addition, you are always kept up to date on the status of certification and payment by e-mail.",46,0.7579,False
5.0,"Very good communication, transparent and reliable.",2024-06-20 19:47:00+00:00,DE,,0,thg-experten,de,en,"Very good communication, transparent and reliable.",good communication transparent reliable,"very good communication, transparent and reliable.",6,0.4927,False
